Artist,Title,Popularity,Duration_ms,Album,Danceability,Acousticness,Energy,Liveness,Loudness,Valence,Tempo,Speechiness,Artist_Popularity,Artist_Genres,Artist_Followers,Artist_Country,Artist_Song,Song_ID
Shawn Elliott,SHAME AND SCANDAL IN THE FAMILY!!!,26,161026,The Roulette Story,0.869,0.531,0.394,0.0517,-11.985,0.974,117.888,0.0391,14,,334,Unknown,Shawn Elliott - SHAME AND SCANDAL IN THE FAMILY!!!,11918
Dave Berry,CAN I GET IT FROM YOU,5,145906,The Collection,0.588,0.157,0.655,0.1,-7.407,0.427,107.629,0.0296,29,british invasion,20835,Unknown,Dave Berry - CAN I GET IT FROM YOU,11919
The Ramsey Lewis Trio,"THE ""IN"" CROWD",35,351426,The In Crowd (Expanded Edition),0.652,0.49,0.515,0.962,-19.55,0.645,143.004,0.118,40,soul jazz,35186,Unknown,"The Ramsey Lewis Trio - THE ""IN"" CROWD",11920
De Mounties,"WIE, IS WIE, GROOT SCHANDAAL IN ONZE FAMILIE",16,155346,Hun Bekendste Liedjes,0.811,0.658,0.408,0.733,-16.003,0.966,119.122,0.0723,6,,34,Unknown,"De Mounties - WIE, IS WIE, GROOT SCHANDAAL IN ONZE FAMILIE",11921
The Rolling Stones,THE ROLLING STONES [EP],8,168506,60's UK EP Collection,0.522,0.334,0.751,0.405,-5.849,0.748,114.777,0.0355,80,"album rock, british invasion, classic rock, rock",14648522,Unknown,The Rolling Stones - THE ROLLING STONES [EP],11922
The Beatles,HELP!,69,139560,Help! (Remastered),0.534,0.188,0.725,0.0994,-7.576,0.767,94.963,0.0333,86,"british invasion, classic rock, merseybeat, psychedelic rock, rock",28798281,Unknown,The Beatles - HELP!,11923
The Supremes,I HEAR A SYMPHONY,45,162533,I Hear A Symphony,0.521,0.322,0.606,0.0888,-7.817,0.433,70.38,0.0277,65,"adult standards, classic girl group, classic soul, disco, motown, soul",1736718,Unknown,The Supremes - I HEAR A SYMPHONY,11924
Ria Valk,ALS IK DE GOLVEN AAN HET STRAND ZIE,26,130986,De Beste Hollandse Zomerhits - Volume III,0.469,0.281,0.394,0.106,-11.02,0.843,198.62,0.0447,28,"levenslied, nederpop, vintage dutch pop",5714,Unknown,Ria Valk - ALS IK DE GOLVEN AAN HET STRAND ZIE,11925
Sandie Shaw,HOW CAN YOU TELL,6,162160,The Very Best Of,0.54,0.28,0.708,0.318,-9.089,0.804,176.033,0.13,41,british invasion,92901,Unknown,Sandie Shaw - HOW CAN YOU TELL,11926
The Everly Brothers,LOVE IS STRANGE,30,172013,"Walk Right Back: The Everly Brothers on Warner Brothers, 1960-1969",0.593,0.438,0.603,0.386,-11.277,0.42,119.771,0.0411,60,"adult standards, folk rock, mellow gold, rock-and-roll, rockabilly, sunshine pop",987822,Unknown,The Everly Brothers - LOVE IS STRANGE,11927
Dave Berry,LITTLE THINGS,24,143732,This Special Sound Of Dave Berry,0.743,0.264,0.574,0.269,-8.48,0.808,132.377,0.0303,29,british invasion,20835,Unknown,Dave Berry - LITTLE THINGS,11928
Johnny Lion,SOPHIETJE,36,149840,Die Goeie Ouwe Tijd Top 100,0.663,0.309,0.405,0.132,-12.865,0.822,61.974,0.089,30,"indorock, nederpop, vintage dutch pop",2125,Unknown,Johnny Lion - SOPHIETJE,11929
Barry McGuire,EVE OF DESTRUCTION,54,215826,Eve Of Destruction,0.613,0.387,0.307,0.087,-17.385,0.789,117.305,0.0414,42,folk rock,25639,Unknown,Barry McGuire - EVE OF DESTRUCTION,11930
The Phantoms,I'LL GO CRAZY,4,126584,"Dutch Beat Nuggets, Vol. 2 (remastered)",0.547,0.0592,0.62,0.32,-6.968,0.779,63.914,0.0421,3,,433,Unknown,The Phantoms - I'LL GO CRAZY,11931
Bob Dylan,POSITIVELY 4TH STREET,47,233533,Bob Dylan's Greatest Hits,0.519,0.737,0.422,0.134,-12.972,0.673,109.392,0.0282,74,"classic rock, country rock, folk, folk rock, rock, roots rock, singer-songwriter",6680903,Unknown,Bob Dylan - POSITIVELY 4TH STREET,11932
The Mc Coys,HANG ON SLOOPY,0,192757,Stargos,0.768,0.169,0.817,0.065,-8.026,0.793,110.868,0.0513,2,,40,Unknown,The Mc Coys - HANG ON SLOOPY,11933
The Gentrys,KEEP ON DANCING,32,131840,Keep On Dancing (Expanded Edition),0.353,0.518,0.661,0.232,-10.699,0.642,152.771,0.0593,21,classic garage rock,4092,Unknown,The Gentrys - KEEP ON DANCING,11934
Sonny & Cher,I GOT YOU BABE,63,190080,Look At Us,0.629,0.136,0.795,0.132,-6.02,0.6,110.583,0.0278,53,"adult standards, bubblegum pop, folk, folk rock, mellow gold, rock-and-roll, rockabilly, singer-songwriter, soft rock",447258,Unknown,Sonny & Cher - I GOT YOU BABE,11935
The Hollies,LOOK THROUGH ANY WINDOW,31,137133,Special Collection,0.491,0.0722,0.774,0.247,-6.775,0.824,137.192,0.0326,65,"album rock, british invasion, classic rock, folk rock, mellow gold, merseybeat, soft rock",1235373,Unknown,The Hollies - LOOK THROUGH ANY WINDOW,11936
Christophe,ALINE,59,169946,Aline,0.274,0.431,0.73,0.325,-3.4,0.519,178.656,0.0332,52,"chanson, vintage french electronic",178803,Unknown,Christophe - ALINE,11937
Sonny & Cher,BABY DON'T GO,37,194400,The Two Of Us,0.54,0.473,0.492,0.046,-9.087,0.552,121.832,0.0286,53,"adult standards, bubblegum pop, folk, folk rock, mellow gold, rock-and-roll, rockabilly, singer-songwriter, soft rock",447258,Unknown,Sonny & Cher - BABY DON'T GO,11938
Bob Dylan,LIKE A ROLLING STONE,69,369600,Highway 61 Revisited,0.482,0.731,0.721,0.189,-6.839,0.557,95.263,0.0321,74,"classic rock, country rock, folk, folk rock, rock, roots rock, singer-songwriter",6680903,Unknown,Bob Dylan - LIKE A ROLLING STONE,11939
Barbra Streisand,PEOPLE,39,220133,People,0.184,0.943,0.342,0.0956,-7.83,0.158,76.497,0.0343,64,"adult standards, operatic pop, soft rock",1578901,Unknown,Barbra Streisand - PEOPLE,11940
The Tielman Brothers,MARIA,8,156333,Rock Little Baby of Mine (You're Still the One),0.39,0.843,0.636,0.0966,-11.93,0.742,136.884,0.0389,20,"indorock, nederpop",8398,Unknown,The Tielman Brothers - MARIA,11941
The Searchers,HE'S GOT NO LOVE,17,154946,Needles & Pins,0.331,0.11,0.805,0.247,-5.926,0.707,86.283,0.0341,46,"british invasion, rock-and-roll",197374,Unknown,The Searchers - HE'S GOT NO LOVE,11942
Tom Jones,WHAT'S NEW PUSSYCAT?,49,128800,What's New Pussycat,0.392,0.752,0.453,0.115,-13.297,0.574,183.92,0.171,67,"adult standards, british invasion",1043751,Unknown,Tom Jones - WHAT'S NEW PUSSYCAT?,11943
Freddy Cannon,ACTION,2,127893,Presenting Freddy Cannon,0.636,0.501,0.588,0.109,-10.046,0.972,154.896,0.0834,32,"classic garage rock, doo-wop, merseybeat, rhythm and blues, rock-and-roll, rockabilly, surf music",33866,Unknown,Freddy Cannon - ACTION,11944
Sam The Sham and The Pharaohs,WOOLY BULLY,52,141613,Wooly Bully,0.532,0.599,0.699,0.275,-9.378,0.504,139.94,0.0535,43,"bubblegum pop, classic garage rock, rock-and-roll, surf music",65331,Unknown,Sam The Sham and The Pharaohs - WOOLY BULLY,11945
Sam The Sham and The Pharaohs,RING DANG DOO,27,148493,On Tour,0.808,0.704,0.739,0.0981,-9.827,0.962,136.108,0.0523,43,"bubblegum pop, classic garage rock, rock-and-roll, surf music",65331,Unknown,Sam The Sham and The Pharaohs - RING DANG DOO,11946
Roy Orbison,RIDE AWAY,28,207573,There Is Only One Roy Orbison (Remastered),0.52,0.786,0.411,0.146,-12.411,0.35,120.29,0.0315,68,"adult standards, classic rock, folk rock, mellow gold, rock-and-roll, rockabilly, singer-songwriter, soft rock",2107954,Unknown,Roy Orbison - RIDE AWAY,11947
Billy Joe Royal,DOWN IN THE BOONDOCKS,39,153146,Down in the Boondocks,0.675,0.492,0.588,0.0953,-11.031,0.94,82.949,0.0457,33,"bubblegum pop, classic garage rock, merseybeat, swamp pop",33447,Unknown,Billy Joe Royal - DOWN IN THE BOONDOCKS,11948
Marianne Faithfull,SUMMER NIGHTS,17,106160,Faithfully Yours,0.553,0.251,0.538,0.044,-14.274,0.754,126.309,0.0438,52,"british invasion, folk, singer-songwriter",207005,Unknown,Marianne Faithfull - SUMMER NIGHTS,11949
Roy Orbison,(SAY) YOU'RE MY GIRL,10,167133,The Soul of Rock And Roll,0.513,0.778,0.473,0.18,-8.578,0.852,82.187,0.0273,68,"adult standards, classic rock, folk rock, mellow gold, rock-and-roll, rockabilly, singer-songwriter, soft rock",2107954,Unknown,Roy Orbison - (SAY) YOU'RE MY GIRL,11950
Sonny (Bono),LAUGH AT ME,14,179800,Inner Views,0.547,0.145,0.703,0.158,-7.606,0.641,108.004,0.0323,12,brill building pop,1381,Unknown,Sonny (Bono) - LAUGH AT ME,11951
The Animals,WE'VE GOTTA GET OUT OF THIS PLACE,49,192840,The Singles Plus,0.588,0.586,0.444,0.146,-9.781,0.487,124.321,0.0362,67,"album rock, british invasion, classic rock, hard rock, protopunk, psychedelic rock, rock",2482448,Unknown,The Animals - WE'VE GOTTA GET OUT OF THIS PLACE,11952
Dave Clark Five,CATCH US IF YOU CAN,36,115506,Having a Wild Weekend (Original Motion Picture Soundtrack; 2019 Remaster),0.487,0.151,0.6,0.205,-9.521,0.875,146.561,0.0689,42,"british invasion, merseybeat",238432,Unknown,Dave Clark Five - CATCH US IF YOU CAN,11953
Donovan,COLOURS,46,164026,Fairytale (Deluxe Expanded Edition),0.45,0.252,0.484,0.389,-15.61,0.684,101.876,0.026,57,"british folk, british invasion, classic rock, folk, folk rock, glam rock, psychedelic folk, psychedelic rock, scottish singer-songwriter, singer-songwriter",716309,Unknown,Donovan - COLOURS,11954
The Beach Boys,CALIFORNIA GIRLS,55,160360,Summer Days (And Summer Nights) [Remastered],0.503,0.471,0.62,0.159,-6.069,0.713,116.598,0.0295,73,"baroque pop, classic rock, folk rock, mellow gold, psychedelic rock, rock, singer-songwriter, sunshine pop",4707962,Unknown,The Beach Boys - CALIFORNIA GIRLS,11955
The Ivy League,TOSSING AND TURNING,23,146186,Major League - The Pye/Piccadilly Anthology,0.586,0.463,0.51,0.221,-9.072,0.638,119.045,0.0379,19,british invasion,9629,Unknown,The Ivy League - TOSSING AND TURNING,11956
The Kinks,SEE MY FRIEND,25,164733,Kinda Kinks (Deluxe),0.477,0.666,0.716,0.388,-9.986,0.475,125.863,0.0386,66,"album rock, art rock, british invasion, classic rock, folk rock, glam rock, protopunk, psychedelic rock, rock, singer-songwriter",2654897,Unknown,The Kinks - SEE MY FRIEND,11957
The Pretty Things,CRY TO ME,11,171093,Get The Picture?,0.429,0.0355,0.438,0.0915,-14.587,0.835,118.006,0.0401,37,"british blues, british invasion, protopunk, psychedelic rock",122502,Unknown,The Pretty Things - CRY TO ME,11958
The Pretty Things,ROAD RUNNER,1,136986,Live at the BBC,0.602,0.113,0.965,0.365,-6.247,0.765,124.326,0.116,37,"british blues, british invasion, protopunk, psychedelic rock",122502,Unknown,The Pretty Things - ROAD RUNNER,11959
Sam The Sham and The Pharaohs,JU JU HAND,18,129906,Their Second Album,0.771,0.737,0.69,0.0868,-7.633,0.961,136.823,0.242,43,"bubblegum pop, classic garage rock, rock-and-roll, surf music",65331,Unknown,Sam The Sham and The Pharaohs - JU JU HAND,11960
The Searchers,I DON'T WANT TO GO ON WITHOUT YOU,10,206973,Needles & Pins,0.153,0.792,0.451,0.162,-9.003,0.237,171.696,0.0309,46,"british invasion, rock-and-roll",197374,Unknown,The Searchers - I DON'T WANT TO GO ON WITHOUT YOU,11961
The Everly Brothers,I'LL NEVER GET OVER YOU,3,127466,In Our Image,0.4,0.246,0.669,0.678,-10.661,0.679,93.275,0.0373,60,"adult standards, folk rock, mellow gold, rock-and-roll, rockabilly, sunshine pop",987822,Unknown,The Everly Brothers - I'LL NEVER GET OVER YOU,11962
Jimmy Fontana,IL MONDO,52,167093,Jimmy Fontana,0.255,0.69,0.57,0.554,-7.582,0.542,88.106,0.0317,45,classic italian pop,55565,Unknown,Jimmy Fontana - IL MONDO,11963
The Honeycombs,THAT'S THE WAY,24,179560,The Honeycombs (Expanded),0.449,0.195,0.537,0.258,-9.513,0.747,137.331,0.0348,30,british invasion,41057,Unknown,The Honeycombs - THAT'S THE WAY,11964
Jonathan King,EVERYONE'S GONE TO THE MOON,32,143093,Jonathan King - Combined 60's/70's Singles Sales Over 40 Million,0.427,0.681,0.51,0.128,-9.311,0.508,89.162,0.0305,24,"classic uk pop, merseybeat",4717,Unknown,Jonathan King - EVERYONE'S GONE TO THE MOON,11965
The Shadows,DON'T MAKE MY BABY BLUE,12,137160,More Hits!,0.56,0.489,0.825,0.27,-6.955,0.688,99.954,0.0266,51,"british invasion, rock-and-roll",247574,Unknown,The Shadows - DON'T MAKE MY BABY BLUE,11966
Herman's Hermits,I'M HENERY THE EIGHTH I AM,19,112240,Herman's Hermits,0.716,0.127,0.787,0.0938,-7.729,0.965,93.043,0.0585,50,"british invasion, classic rock, folk rock, rock-and-roll, singer-songwriter",499507,Unknown,Herman's Hermits - I'M HENERY THE EIGHTH I AM,11967
The Yardbirds,HEART FULL OF SOUL,48,147893,The Yardbirds Story - Pt. 3 - 1965/66 - Big Hits & America Calling,0.494,0.229,0.666,0.0469,-9.743,0.699,140.832,0.0351,48,"album rock, blues rock, british blues, british invasion, classic rock, country rock, folk rock, hard rock, psychedelic rock, rock, singer-songwriter",973873,Unknown,The Yardbirds - HEART FULL OF SOUL,11968
Peter and Gordon,TO KNOW YOU IS TO LOVE YOU,23,157826,The Ultimate Peter And Gordon,0.311,0.514,0.775,0.306,-6.273,0.427,96.158,0.0436,40,"beatlesque, british blues, british invasion",26097,Unknown,Peter and Gordon - TO KNOW YOU IS TO LOVE YOU,11969
Claudia Sylva,J'AI PLEURÉ,11,149500,Nostalgiques Melodies,0.283,0.118,0.504,0.186,-5.551,0.583,168.076,0.03,3,,42,Unknown,Claudia Sylva - J'AI PLEURÉ,11970
The Guess Who,SHAKIN' ALL OVER,45,163600,Shakin' All Over,0.641,0.0674,0.855,0.507,-8.818,0.955,123.92,0.0343,56,"album rock, classic canadian rock, classic rock, country rock, folk rock, hard rock, mellow gold, rock, singer-songwriter, soft rock",752704,Unknown,The Guess Who - SHAKIN' ALL OVER,11971
The Hollies,I'M ALIVE,37,145866,Love Songs,0.436,0.0111,0.586,0.447,-8.292,0.674,132.778,0.0308,65,"album rock, british invasion, classic rock, folk rock, mellow gold, merseybeat, soft rock",1235373,Unknown,The Hollies - I'M ALIVE,11972
Cliff Richard,ANGEL,14,138933,Wonderful Life,0.456,0.567,0.764,0.175,-5.502,0.647,111.353,0.0501,56,"adult standards, rock-and-roll",361768,Unknown,Cliff Richard - ANGEL,11973
Peggy March,MIT 17 HAT MAN NOCH TRÄUME,36,166226,Sings Her German Hits (Expanded Edition),0.497,0.771,0.497,0.097,-5.093,0.653,115.845,0.0299,41,"brill building pop, classic schlager",8960,Unknown,Peggy March - MIT 17 HAT MAN NOCH TRÄUME,11974
The Everly Brothers,THE PRICE OF LOVE,13,125733,In Our Image,0.525,0.511,0.706,0.505,-12.077,0.656,120.256,0.0526,60,"adult standards, folk rock, mellow gold, rock-and-roll, rockabilly, sunshine pop",987822,Unknown,The Everly Brothers - THE PRICE OF LOVE,11975
Elvis Presley,CRYING IN THE CHAPEL,50,143266,Elvis 30 #1 Hits,0.271,0.939,0.246,0.297,-13.812,0.276,71.663,0.0548,81,"rock-and-roll, rockabilly",10046923,Unknown,Elvis Presley - CRYING IN THE CHAPEL,11976
The Animals,BRING IT ON HOME TO ME,44,163706,The Singles Plus,0.497,0.505,0.467,0.117,-9.012,0.813,82.851,0.0264,67,"album rock, british invasion, classic rock, hard rock, protopunk, psychedelic rock, rock",2482448,Unknown,The Animals - BRING IT ON HOME TO ME,11977
The Kinks,SET ME FREE,35,130000,Kinda Kinks (Deluxe),0.677,0.483,0.597,0.0412,-9.456,0.826,119.531,0.0876,66,"album rock, art rock, british invasion, classic rock, folk rock, glam rock, protopunk, psychedelic rock, rock, singer-songwriter",2654897,Unknown,The Kinks - SET ME FREE,11978
Cliff Richard,ON MY WORD,2,155266,The Hits In Between,0.554,0.3,0.581,0.108,-7.649,0.812,123.371,0.0298,56,"adult standards, rock-and-roll",361768,Unknown,Cliff Richard - ON MY WORD,11979
The Beatles,TICKET TO RIDE,62,189680,Help! (Remastered),0.519,0.0457,0.85,0.232,-6.777,0.75,123.422,0.0677,86,"british invasion, classic rock, merseybeat, psychedelic rock, rock",28798281,Unknown,The Beatles - TICKET TO RIDE,11980
Vic Dana,BRING A LITTLE SUNSHINE (TO MY HEART),26,158253,The Complete Hits Of Vic Dana,0.262,0.909,0.341,0.0896,-11.323,0.374,86.945,0.037,38,deep adult standards,7066,Unknown,Vic Dana - BRING A LITTLE SUNSHINE (TO MY HEART),11981
Jewel Akens,THE BIRDS AND THE BEES,21,122733,Pop Megahits Of The 1960's - Volume 10,0.756,0.189,0.538,0.0421,-9.826,0.973,112.129,0.0336,20,,1162,Unknown,Jewel Akens - THE BIRDS AND THE BEES,11982
Sandie Shaw,LONG LIVE LOVE,39,160680,Sandie (Deluxe Edition),0.624,0.592,0.583,0.0789,-6.935,0.946,75.552,0.0525,41,british invasion,92901,Unknown,Sandie Shaw - LONG LIVE LOVE,11983
Elvis Presley,(SUCH AN) EASY QUESTION,25,140773,Pot Luck,0.648,0.82,0.304,0.117,-15.691,0.641,104.774,0.036,81,"rock-and-roll, rockabilly",10046923,Unknown,Elvis Presley - (SUCH AN) EASY QUESTION,11984
The Who,"ANYWAY, ANYHOW, ANYWHERE",28,160733,"Meaty, Beaty, Big And Bouncy",0.339,0.664,0.699,0.116,-10.328,0.53,139.009,0.0428,68,"album rock, british invasion, classic rock, hard rock, rock",5504230,Unknown,"The Who - ANYWAY, ANYHOW, ANYWHERE",11985
Margie Ball,GOODBYE TO LOVE,7,123186,TOP 40 HITDOSSIER - 60s (Sixties Top 100),0.493,0.64,0.419,0.38,-8.775,0.801,87.004,0.0255,1,,16,Unknown,Margie Ball - GOODBYE TO LOVE,11986
Willeke Alberti,TALISMAN,4,171200,Het Mooiste Van Willeke Alberti,0.282,0.764,0.274,0.464,-13.506,0.208,102.016,0.0301,44,"dutch pop, levenslied, nederpop, vintage dutch pop",22779,Unknown,Willeke Alberti - TALISMAN,11987
The Beach Boys,"HELP ME, RHONDA",50,168240,Summer Days (And Summer Nights) [Remastered],0.545,0.311,0.749,0.0633,-6.243,0.83,139.769,0.0297,73,"baroque pop, classic rock, folk rock, mellow gold, psychedelic rock, rock, singer-songwriter, sunshine pop",4707962,Unknown,"The Beach Boys - HELP ME, RHONDA",11988
Willeke Alberti,VANAVOND OM KWART OVER ZES BEN IK VRIJ,16,209733,Het Mooiste Van Willeke Alberti,0.329,0.821,0.197,0.186,-14.771,0.396,163.512,0.0415,44,"dutch pop, levenslied, nederpop, vintage dutch pop",22779,Unknown,Willeke Alberti - VANAVOND OM KWART OVER ZES BEN IK VRIJ,11989
The Searchers,GOODBYE MY LOVE,25,179506,Sounds Like The Searchers,0.263,0.316,0.675,0.317,-6.208,0.415,109.084,0.0405,46,"british invasion, rock-and-roll",197374,Unknown,The Searchers - GOODBYE MY LOVE,11990
The Rolling Stones,THE LAST TIME,44,221493,Out Of Our Heads,0.327,0.144,0.92,0.774,-5.223,0.439,167.972,0.0611,80,"album rock, british invasion, classic rock, rock",14648522,Unknown,The Rolling Stones - THE LAST TIME,11991
Gene Pitney,LOOKING THRU THE EYES OF LOVE,0,193346,Love Grows,0.455,0.283,0.571,0.103,-7.613,0.345,108.533,0.0374,44,"adult standards, brill building pop, merseybeat, rock-and-roll, rockabilly",248081,Unknown,Gene Pitney - LOOKING THRU THE EYES OF LOVE,11992
Peter and Gordon,TRUE LOVE WAYS,31,160266,In Touch With Peter And Gordon Plus,0.323,0.689,0.47,0.384,-8.013,0.387,113.541,0.0347,40,"beatlesque, british blues, british invasion",26097,Unknown,Peter and Gordon - TRUE LOVE WAYS,11993
Ronny,"DARLING, GOOD NIGHT",13,182953,Die grossen Erfolge,0.395,0.444,0.475,0.143,-10.057,0.696,125.504,0.0329,38,"classic schlager, german country, volksmusik",31041,Unknown,"Ronny - DARLING, GOOD NIGHT",11994
Herman's Hermits,MRS. BROWN YOU'VE GOT A LOVELY DAUGHTER,35,165266,Herman's Hermits,0.638,0.673,0.47,0.0912,-8.814,0.921,149.364,0.0601,50,"british invasion, classic rock, folk rock, rock-and-roll, singer-songwriter",499507,Unknown,Herman's Hermits - MRS. BROWN YOU'VE GOT A LOVELY DAUGHTER,11995
The Seekers,A WORLD OF OUR OWN,38,163200,The Seekers,0.599,0.482,0.511,0.306,-10.072,0.779,88.229,0.0294,48,british invasion,181798,Unknown,The Seekers - A WORLD OF OUR OWN,11996
France Gall,POUPÉE DE CIRE POUPÉE DE SON,43,150106,Gainsbourg Versions Femmes,0.475,0.806,0.614,0.208,-8.307,0.799,147.799,0.0277,60,"chanson, ye ye",434280,Unknown,France Gall - POUPÉE DE CIRE POUPÉE DE SON,11997
Roger Miller,KING OF THE ROAD,60,147306,Golden Hits,0.67,0.717,0.272,0.178,-13.699,0.613,117.996,0.0704,54,"classic country pop, classic oklahoma country, nashville sound",278580,Unknown,Roger Miller - KING OF THE ROAD,11998
Het Cocktail Trio,VLOOIENCIRCUS,21,172640,Hollands Glorie,0.835,0.508,0.74,0.0973,-8.494,0.941,112.463,0.309,23,vintage dutch pop,355,Unknown,Het Cocktail Trio - VLOOIENCIRCUS,11999
Ronnie Tober,VERBODEN VRUCHTEN,20,167435,25 Jaar Ronnie,0.61,0.11,0.804,0.325,-6.903,0.97,164.751,0.0405,29,"levenslied, nederpop, vintage dutch pop",3577,Unknown,Ronnie Tober - VERBODEN VRUCHTEN,12000
Roy Orbison,GOODNIGHT,26,148760,The Soul of Rock And Roll,0.59,0.754,0.464,0.172,-9.658,0.565,112.872,0.0332,68,"adult standards, classic rock, folk rock, mellow gold, rock-and-roll, rockabilly, singer-songwriter, soft rock",2107954,Unknown,Roy Orbison - GOODNIGHT,12001
Adamo,ELLE...,19,187626,Adamo - Volume 2 - Studio 2,0.619,0.354,0.637,0.203,-9.972,0.839,107.32,0.028,46,,85518,Unknown,Adamo - ELLE...,12002
Donovan,CATCH THE WIND,55,173813,What's Bin Did and What's Bin Hid,0.385,0.452,0.306,0.128,-12.167,0.546,173.377,0.0297,57,"british folk, british invasion, classic rock, folk, folk rock, glam rock, psychedelic folk, psychedelic rock, scottish singer-songwriter, singer-songwriter",716309,Unknown,Donovan - CATCH THE WIND,12003
The Moody Blues,GO NOW!,47,192506,The Magnificent Moodies,0.347,0.465,0.608,0.0833,-7.881,0.67,118.813,0.0373,59,"album rock, art rock, british invasion, classic rock, country rock, flute rock, folk rock, mellow gold, progressive rock, rock, singer-songwriter, soft rock, symphonic rock",1376010,Unknown,The Moody Blues - GO NOW!,12004
The Searchers,BUMBLE BEE,17,132426,Needles & Pins,0.759,0.639,0.679,0.116,-8.559,0.954,129.698,0.0573,46,"british invasion, rock-and-roll",197374,Unknown,The Searchers - BUMBLE BEE,12005
Slome Japie,IK HEB M'N HART OP KATENDRECHT VERLOREN,2,165341,Gezelligheid Kent Geen Tijd,0.826,0.623,0.571,0.101,-9.905,0.97,127.491,0.0827,4,,51,Unknown,Slome Japie - IK HEB M'N HART OP KATENDRECHT VERLOREN,12006
Unit 4 + 2,CONCRETE AND CLAY,35,137066,Concrete and Clay / (You've) Never Been in Love Like This Before - Single,0.624,0.373,0.767,0.0449,-10.081,0.969,100.685,0.0368,26,british invasion,2759,Unknown,Unit 4 + 2 - CONCRETE AND CLAY,12007
The Supremes,STOP! IN THE NAME OF LOVE,60,172906,More Hits By The Supremes,0.612,0.531,0.444,0.126,-12.752,0.503,114.961,0.0293,65,"adult standards, classic girl group, classic soul, disco, motown, soul",1736718,Unknown,The Supremes - STOP! IN THE NAME OF LOVE,12008
The Yardbirds,FOR YOUR LOVE,50,153480,For Your Love,0.288,0.24,0.62,0.0882,-10.103,0.617,94.445,0.0428,48,"album rock, blues rock, british blues, british invasion, classic rock, country rock, folk rock, hard rock, psychedelic rock, rock, singer-songwriter",973873,Unknown,The Yardbirds - FOR YOUR LOVE,12009
Guy Mardel,N'AVOUE JAMAIS,36,172840,"Best Of Vol.1, Les Succès De Guy Mardel",0.584,0.576,0.42,0.323,-10.513,0.603,113.365,0.0332,32,"classic french pop, ye ye",8077,Unknown,Guy Mardel - N'AVOUE JAMAIS,12010
Rein de Vries,PATSY,26,174960,Die Goeie Ouwe Tijd 2 - Top 100,0.571,0.788,0.169,0.119,-13.278,0.49,106.541,0.0295,14,,211,Unknown,Rein de Vries - PATSY,12011
Trea Dobbs,PLOEM PLOEM JENKA,21,121613,Die Goeie Ouwe Tijd 2 - Top 100,0.768,0.718,0.455,0.0827,-13.27,0.882,159.007,0.176,16,"nederpop, vintage dutch pop",1002,Unknown,Trea Dobbs - PLOEM PLOEM JENKA,12012
Casey Jones & The Governors,DON'T HA HA,2,122500,60S Revisited,0.274,0.222,0.889,0.116,-5.501,0.853,173.8,0.0673,3,,915,Unknown,Casey Jones & The Governors - DON'T HA HA,12013
Ronnie Tober,IEDERE AVOND,20,156794,25 Jaar Ronnie,0.448,0.187,0.646,0.295,-5.603,0.622,106.221,0.0286,29,"levenslied, nederpop, vintage dutch pop",3577,Unknown,Ronnie Tober - IEDERE AVOND,12014
Adamo,LA NUIT,36,201040,Adamo - Volume 2 - Studio 2,0.377,0.36,0.394,0.0731,-8.483,0.466,111.014,0.0316,46,,85518,Unknown,Adamo - LA NUIT,12015
Cliff Richard,THE MINUTE YOU'RE GONE,27,141133,40 Golden Greats,0.361,0.822,0.258,0.107,-12.063,0.597,82.065,0.0352,56,"adult standards, rock-and-roll",361768,Unknown,Cliff Richard - THE MINUTE YOU'RE GONE,12016
Chubby Checker,DO THE FREDDIE,1,146826,The Hits Of '65,0.726,0.309,0.774,0.118,-5.208,0.929,75.295,0.0314,58,"rock-and-roll, rockabilly",370248,Unknown,Chubby Checker - DO THE FREDDIE,12017
The Animals,DON'T LET ME BE MISUNDERSTOOD,58,145693,The Singles Plus,0.546,0.146,0.568,0.77,-9.604,0.488,112.584,0.0285,67,"album rock, british invasion, classic rock, hard rock, protopunk, psychedelic rock, rock",2482448,Unknown,The Animals - DON'T LET ME BE MISUNDERSTOOD,12018
Chubby Checker,"LOVELY, LOVELY (LOVERLY, LOVERLY)",32,150973,Two Hearts Make One Love,0.659,0.706,0.631,0.531,-6.149,0.92,130.062,0.0314,58,"rock-and-roll, rockabilly",370248,Unknown,"Chubby Checker - LOVELY, LOVELY (LOVERLY, LOVERLY)",12019
The Kinks,EV'RYBODY'S GONNA BE HAPPY,25,133573,Kinda Kinks (Deluxe),0.415,0.107,0.941,0.0566,-8.508,0.674,94.514,0.118,66,"album rock, art rock, british invasion, classic rock, folk rock, glam rock, protopunk, psychedelic rock, rock, singer-songwriter",2654897,Unknown,The Kinks - EV'RYBODY'S GONNA BE HAPPY,12020
Bernd Spier,DAS WAR MEIN SCHÖNSTER TANZ,2,142093,TOP 40 HITDOSSIER - 60s (Sixties Top 100),0.262,0.265,0.388,0.0801,-10.866,0.4,84.901,0.0373,9,,810,Unknown,Bernd Spier - DAS WAR MEIN SCHÖNSTER TANZ,12021
Sounds Orchestral,CAST YOUR FATE TO THE WIND,31,195000,Cast Your Fate to the Wind,0.559,0.394,0.31,0.108,-13.499,0.311,128.691,0.0408,24,easy listening,1407,Unknown,Sounds Orchestral - CAST YOUR FATE TO THE WIND,12022
